full_epi_code,color,hex_value
S12E04,Indian Yellow,#FFB800
S12E04,Liquid Black,#000000
S12E04,Midnight Black,#000000
S12E04,Phthalo Green,#102E3C
S12E04,Prussian Blue,#021E44
S12E04,Sap Green,#0A3410
S12E04,Titanium White,#FFFFFF
S12E04,Van Dyke Brown,#221B15
S12E04,Yellow Ochre,#C79B00
S12E05,Black Gesso,#000000
S12E05,Bright Red,#DB0000
S12E05,Cadmium Yellow,#FFEC00
S12E05,Dark Sienna,#5F2E1F
S12E05,Midnight Black,#000000
S12E05,Phthalo Blue,#0C0040
S12E05,Phthalo Green,#102E3C
S12E05,Titanium White,#FFFFFF
S12E05,Van Dyke Brown,#221B15
S12E06,Alizarin Crimson,#4E1500
S12E06,Bright Red,#DB0000
S12E06,Cadmium Yellow,#FFEC00
S12E06,Dark Sienna,#5F2E1F
S12E06,Indian Yellow,#FFB800
S12E06,Midnight Black,#000000
S12E06,Phthalo Blue,#0C0040
S12E06,Prussian Blue,#021E44
S12E06,Sap Green,#0A3410
S12E06,Titanium White,#FFFFFF
S12E06,Van Dyke Brown,#221B15
S12E06,Yellow Ochre,#C79B00
S12E07,Alizarin Crimson,#4E1500
S12E07,Bright Red,#DB0000
S12E07,Cadmium Yellow,#FFEC00
S12E07,Dark Sienna,#5F2E1F
S12E07,Indian Yellow,#FFB800
S12E07,Midnight Black,#000000
S12E07,Phthalo Blue,#0C0040
S12E07,Prussian Blue,#021E44
S12E07,Sap Green,#0A3410
S12E07,Titanium White,#FFFFFF
S12E07,Van Dyke Brown,#221B15
S12E07,Yellow Ochre,#C79B00
S12E08,Black Gesso,#000000
S12E08,Bright Red,#DB0000
S12E08,Cadmium Yellow,#FFEC00
S12E08,Dark Sienna,#5F2E1F
S12E08,Indian Yellow,#FFB800
S12E08,Midnight Black,#000000
S12E08,Phthalo Blue,#0C0040
S12E08,Sap Green,#0A3410
S12E08,Titanium White,#FFFFFF
S12E08,Van Dyke Brown,#221B15
S12E08,Yellow Ochre,#C79B00
S12E09,Alizarin Crimson,#4E1500
S12E09,Bright Red,#DB0000
S12E09,Cadmium Yellow,#FFEC00
S12E09,Dark Sienna,#5F2E1F
S12E09,Indian Yellow,#FFB800
S12E09,Liquid Clear,#FFFFFF
S12E09,Midnight Black,#000000
S12E09,Phthalo Blue,#0C0040
S12E09,Prussian Blue,#021E44
S12E09,Titanium White,#FFFFFF
S12E09,Van Dyke Brown,#221B15
S12E09,Yellow Ochre,#C79B00
S12E10,Alizarin Crimson,#4E1500
S12E10,Bright Red,#DB0000
S12E10,Cadmium Yellow,#FFEC00
S12E10,Dark Sienna,#5F2E1F
S12E10,Indian Yellow,#FFB800
S12E10,Liquid Clear,#FFFFFF
S12E10,Midnight Black,#000000
S12E10,Phthalo Blue,#0C0040
S12E10,Prussian Blue,#021E44
S12E10,Sap Green,#0A3410
S12E10,Titanium White,#FFFFFF
S12E10,Van Dyke Brown,#221B15
S12E10,Yellow Ochre,#C79B00
S12E11,Alizarin Crimson,#4E1500
S12E11,Bright Red,#DB0000
S12E11,Cadmium Yellow,#FFEC00
S12E11,Dark Sienna,#5F2E1F
S12E11,Indian Yellow,#FFB800
S12E11,Midnight Black,#000000
S12E11,Phthalo Blue,#0C0040
S12E11,Prussian Blue,#021E44
S12E11,Sap Green,#0A3410
S12E11,Titanium White,#FFFFFF
S12E11,Van Dyke Brown,#221B15
S12E11,Yellow Ochre,#C79B00
S12E12,Alizarin Crimson,#4E1500
S12E12,Bright Red,#DB0000
S12E12,Cadmium Yellow,#FFEC00
S12E12,Dark Sienna,#5F2E1F
S12E12,Indian Yellow,#FFB800
S12E12,Midnight Black,#000000
S12E12,Phthalo Blue,#0C0040
S12E12,Sap Green,#0A3410
S12E12,Titanium White,#FFFFFF
S12E12,Van Dyke Brown,#221B15
S12E12,Yellow Ochre,#C79B00
S12E13,Alizarin Crimson,#4E1500
S12E13,Bright Red,#DB0000
S12E13,Midnight Black,#000000
S12E13,Phthalo Blue,#0C0040
S12E13,Prussian Blue,#021E44
S12E13,Titanium White,#FFFFFF
S12E13,Van Dyke Brown,#221B15
S13E01,Alizarin Crimson,#4E1500
S13E01,Bright Red,#DB0000
S13E01,Cadmium Yellow,#FFEC00
S13E01,Dark Sienna,#5F2E1F
S13E01,Indian Yellow,#FFB800
S13E01,Midnight Black,#000000
S13E01,Phthalo Blue,#0C0040
S13E01,Prussian Blue,#021E44
S13E01,Sap Green,#0A3410
S13E01,Titanium White,#FFFFFF
S13E01,Van Dyke Brown,#221B15
S13E01,Yellow Ochre,#C79B00
S13E02,Dark Sienna,#5F2E1F
S13E02,Midnight Black,#000000
S13E02,Prussian Blue,#021E44
S13E02,Titanium White,#FFFFFF
S13E02,Van Dyke Brown,#221B15
S13E03,Alizarin Crimson,#4E1500
S13E03,Bright Red,#DB0000
S13E03,Cadmium Yellow,#FFEC00
S13E03,Dark Sienna,#5F2E1F
S13E03,Indian Yellow,#FFB800
S13E03,Midnight Black,#000000
S13E03,Phthalo Blue,#0C0040
S13E03,Phthalo Green,#102E3C
S13E03,Prussian Blue,#021E44
S13E03,Sap Green,#0A3410
S13E03,Titanium White,#FFFFFF
S13E03,Van Dyke Brown,#221B15
S13E03,Yellow Ochre,#C79B00
S13E04,Alizarin Crimson,#4E1500
S13E04,Black Gesso,#000000
S13E04,Bright Red,#DB0000
S13E04,Cadmium Yellow,#FFEC00
S13E04,Dark Sienna,#5F2E1F
S13E04,Indian Yellow,#FFB800
S13E04,Midnight Black,#000000
S13E04,Phthalo Blue,#0C0040
S13E04,Sap Green,#0A3410
S13E04,Titanium White,#FFFFFF
S13E04,Van Dyke Brown,#221B15
S13E04,Yellow Ochre,#C79B00
S13E05,Alizarin Crimson,#4E1500
S13E05,Bright Red,#DB0000
S13E05,Cadmium Yellow,#FFEC00
S13E05,Dark Sienna,#5F2E1F
S13E05,Indian Yellow,#FFB800
S13E05,Midnight Black,#000000
S13E05,Phthalo Blue,#0C0040
S13E05,Sap Green,#0A3410
S13E05,Titanium White,#FFFFFF
S13E05,Van Dyke Brown,#221B15
S13E05,Yellow Ochre,#C79B00
S13E06,Black Gesso,#000000
S13E06,Cadmium Yellow,#FFEC00
S13E06,Dark Sienna,#5F2E1F
S13E06,Indian Yellow,#FFB800
S13E06,Midnight Black,#000000
S13E06,Phthalo Blue,#0C0040
S13E06,Sap Green,#0A3410
S13E06,Titanium White,#FFFFFF
S13E06,Van Dyke Brown,#221B15
S13E06,Yellow Ochre,#C79B00
S13E07,Alizarin Crimson,#4E1500
S13E07,Bright Red,#DB0000
S13E07,Cadmium Yellow,#FFEC00
S13E07,Dark Sienna,#5F2E1F
S13E07,Indian Yellow,#FFB800
S13E07,Midnight Black,#000000
S13E07,Phthalo Blue,#0C0040
S13E07,Phthalo Green,#102E3C
S13E07,Prussian Blue,#021E44
S13E07,Sap Green,#0A3410
S13E07,Titanium White,#FFFFFF
S13E07,Van Dyke Brown,#221B15
S13E07,Yellow Ochre,#C79B00
S13E08,Alizarin Crimson,#4E1500
S13E08,Cadmium Yellow,#FFEC00
S13E08,Dark Sienna,#5F2E1F
S13E08,Indian Yellow,#FFB800
S13E08,Midnight Black,#000000
S13E08,Phthalo Blue,#0C0040
S13E08,Sap Green,#0A3410
S13E08,Titanium White,#FFFFFF
S13E08,Van Dyke Brown,#221B15
S13E08,Yellow Ochre,#C79B00
S13E09,Black Gesso,#000000
S13E09,Cadmium Yellow,#FFEC00
S13E09,Dark Sienna,#5F2E1F
S13E09,Midnight Black,#000000
S13E09,Prussian Blue,#021E44
S13E09,Sap Green,#0A3410
S13E09,Titanium White,#FFFFFF
S13E09,Van Dyke Brown,#221B15
S13E09,Yellow Ochre,#C79B00
S13E10,Alizarin Crimson,#4E1500
S13E10,Bright Red,#DB0000
S13E10,Cadmium Yellow,#FFEC00
S13E10,Dark Sienna,#5F2E1F
S13E10,Indian Yellow,#FFB800
S13E10,Midnight Black,#000000
S13E10,Phthalo Blue,#0C0040
S13E10,Prussian Blue,#021E44
S13E10,Sap Green,#0A3410
S13E10,Titanium White,#FFFFFF
S13E10,Van Dyke Brown,#221B15
S13E10,Yellow Ochre,#C79B00
S13E11,Alizarin Crimson,#4E1500
S13E11,Bright Red,#DB0000
S13E11,Cadmium Yellow,#FFEC00
S13E11,Dark Sienna,#5F2E1F
S13E11,Midnight Black,#000000
S13E11,Phthalo Blue,#0C0040
S13E11,Prussian Blue,#021E44
S13E11,Titanium White,#FFFFFF
S13E11,Van Dyke Brown,#221B15
S13E11,Yellow Ochre,#C79B00
S13E12,Alizarin Crimson,#4E1500
S13E12,Cadmium Yellow,#FFEC00
S13E12,Dark Sienna,#5F2E1F
S13E12,Midnight Black,#000000
S13E12,Phthalo Blue,#0C0040
S13E12,Phthalo Green,#102E3C
S13E12,Titanium White,#FFFFFF
S13E12,Van Dyke Brown,#221B15
S13E13,Alizarin Crimson,#4E1500
S13E13,Bright Red,#DB0000
S13E13,Cadmium Yellow,#FFEC00
S13E13,Dark Sienna,#5F2E1F
S13E13,Indian Yellow,#FFB800
S13E13,Midnight Black,#000000
S13E13,Phthalo Blue,#0C0040
S13E13,Prussian Blue,#021E44
S13E13,Sap Green,#0A3410
S13E13,Titanium White,#FFFFFF
S13E13,Van Dyke Brown,#221B15
S13E13,Yellow Ochre,#C79B00
S14E01,Alizarin Crimson,#4E1500
S14E01,Bright Red,#DB0000
S14E01,Cadmium Yellow,#FFEC00
S14E01,Dark Sienna,#5F2E1F
S14E01,Indian Yellow,#FFB800
S14E01,Midnight Black,#000000
S14E01,Phthalo Blue,#0C0040
S14E01,Phthalo Green,#102E3C
S14E01,Prussian Blue,#021E44
S14E01,Sap Green,#0A3410
S14E01,Titanium White,#FFFFFF
S14E01,Van Dyke Brown,#221B15
S14E01,Yellow Ochre,#C79B00
S14E02,Alizarin Crimson,#4E1500
S14E02,Bright Red,#DB0000
S14E02,Cadmium Yellow,#FFEC00
S14E02,Dark Sienna,#5F2E1F
S14E02,Indian Yellow,#FFB800
S14E02,Midnight Black,#000000
S14E02,Phthalo Blue,#0C0040
S14E02,Prussian Blue,#021E44
S14E02,Sap Green,#0A3410
S14E02,Titanium White,#FFFFFF
S14E02,Van Dyke Brown,#221B15
S14E02,Yellow Ochre,#C79B00
S14E03,Alizarin Crimson,#4E1500
S14E03,Black Gesso,#000000
S14E03,Cadmium Yellow,#FFEC00
S14E03,Dark Sienna,#5F2E1F
S14E03,Indian Yellow,#FFB800
S14E03,Midnight Black,#000000
S14E03,Phthalo Blue,#0C0040
S14E03,Prussian Blue,#021E44
S14E03,Sap Green,#0A3410
S14E03,Titanium White,#FFFFFF
S14E03,Van Dyke Brown,#221B15
S14E03,Yellow Ochre,#C79B00
S14E04,Alizarin Crimson,#4E1500
S14E04,Dark Sienna,#5F2E1F
S14E04,Midnight Black,#000000
S14E04,Phthalo Blue,#0C0040
S14E04,Titanium White,#FFFFFF
S14E04,Van Dyke Brown,#221B15
S14E04,Yellow Ochre,#C79B00
S14E05,Alizarin Crimson,#4E1500
S14E05,Bright Red,#DB0000
S14E05,Cadmium Yellow,#FFEC00
S14E05,Dark Sienna,#5F2E1F
S14E05,Indian Yellow,#FFB800
S14E05,Midnight Black,#000000
S14E05,Phthalo Blue,#0C0040
S14E05,Phthalo Green,#102E3C
S14E05,Prussian Blue,#021E44
S14E05,Sap Green,#0A3410
S14E05,Titanium White,#FFFFFF
S14E05,Van Dyke Brown,#221B15
S14E05,Yellow Ochre,#C79B00
S14E06,Alizarin Crimson,#4E1500
S14E06,Bright Red,#DB0000
S14E06,Cadmium Yellow,#FFEC00
S14E06,Dark Sienna,#5F2E1F
S14E06,Indian Yellow,#FFB800
S14E06,Midnight Black,#000000
S14E06,Phthalo Blue,#0C0040
S14E06,Prussian Blue,#021E44
S14E06,Sap Green,#0A3410
S14E06,Titanium White,#FFFFFF
S14E06,Van Dyke Brown,#221B15
S14E06,Yellow Ochre,#C79B00
S14E07,Alizarin Crimson,#4E1500
S14E07,Bright Red,#DB0000
S14E07,Cadmium Yellow,#FFEC00
S14E07,Dark Sienna,#5F2E1F
S14E07,Indian Yellow,#FFB800
S14E07,Liquid Black,#000000
S14E07,Midnight Black,#000000
S14E07,Phthalo Blue,#0C0040
S14E07,Phthalo Green,#102E3C
S14E07,Prussian Blue,#021E44
S14E07,Sap Green,#0A3410
S14E07,Titanium White,#FFFFFF
S14E07,Van Dyke Brown,#221B15
S14E07,Yellow Ochre,#C79B00
S14E08,Alizarin Crimson,#4E1500
S14E08,Bright Red,#DB0000
S14E08,Cadmium Yellow,#FFEC00
S14E08,Dark Sienna,#5F2E1F
S14E08,Indian Yellow,#FFB800
S14E08,Midnight Black,#000000
S14E08,Phthalo Blue,#0C0040
S14E08,Prussian Blue,#021E44
S14E08,Titanium White,#FFFFFF
S14E08,Van Dyke Brown,#221B15
S14E08,Yellow Ochre,#C79B00
S14E09,Alizarin Crimson,#4E1500
S14E09,Bright Red,#DB0000
S14E09,Cadmium Yellow,#FFEC00
S14E09,Dark Sienna,#5F2E1F
S14E09,Indian Yellow,#FFB800
S14E09,Midnight Black,#000000
S14E09,Phthalo Blue,#0C0040
S14E09,Phthalo Green,#102E3C
S14E09,Prussian Blue,#021E44
S14E09,Sap Green,#0A3410
S14E09,Titanium White,#FFFFFF
S14E09,Van Dyke Brown,#221B15
S14E09,Yellow Ochre,#C79B00
S14E10,Alizarin Crimson,#4E1500
S14E10,Bright Red,#DB0000
S14E10,Cadmium Yellow,#FFEC00
S14E10,Dark Sienna,#5F2E1F
S14E10,Indian Yellow,#FFB800
S14E10,Midnight Black,#000000
S14E10,Phthalo Blue,#0C0040
S14E10,Phthalo Green,#102E3C
S14E10,Prussian Blue,#021E44
S14E10,Sap Green,#0A3410
S14E10,Titanium White,#FFFFFF
S14E10,Van Dyke Brown,#221B15
S14E10,Yellow Ochre,#C79B00
S14E11,Alizarin Crimson,#4E1500
S14E11,Black Gesso,#000000
S14E11,Bright Red,#DB0000
S14E11,Cadmium Yellow,#FFEC00
S14E11,Dark Sienna,#5F2E1F
S14E11,Indian Yellow,#FFB800
S14E11,Midnight Black,#000000
S14E11,Phthalo Blue,#0C0040
S14E11,Prussian Blue,#021E44
S14E11,Sap Green,#0A3410
S14E11,Titanium White,#FFFFFF
S14E11,Van Dyke Brown,#221B15
S14E11,Yellow Ochre,#C79B00
S14E12,Alizarin Crimson,#4E1500
S14E12,Black Gesso,#000000
S14E12,Bright Red,#DB0000
S14E12,Cadmium Yellow,#FFEC00
S14E12,Dark Sienna,#5F2E1F
S14E12,Indian Yellow,#FFB800
S14E12,Midnight Black,#000000
S14E12,Phthalo Blue,#0C0040
S14E12,Sap Green,#0A3410
S14E12,Titanium White,#FFFFFF
S14E12,Van Dyke Brown,#221B15
S14E12,Yellow Ochre,#C79B00
S14E13,Alizarin Crimson,#4E1500
S14E13,Cadmium Yellow,#FFEC00
S14E13,Dark Sienna,#5F2E1F
S14E13,Indian Yellow,#FFB800
S14E13,Midnight Black,#000000
S14E13,Phthalo Blue,#0C0040
S14E13,Prussian Blue,#021E44
S14E13,Sap Green,#0A3410
S14E13,Titanium White,#FFFFFF
S14E13,Van Dyke Brown,#221B15
S14E13,Yellow Ochre,#C79B00
S15E01,Alizarin Crimson,#4E1500
S15E01,Bright Red,#DB0000
S15E01,Cadmium Yellow,#FFEC00
S15E01,Dark Sienna,#5F2E1F
S15E01,Midnight Black,#000000
S15E01,Phthalo Blue,#0C0040
S15E01,Prussian Blue,#021E44
S15E01,Titanium White,#FFFFFF
S15E01,Van Dyke Brown,#221B15
S15E01,Yellow Ochre,#C79B00
S15E02,Alizarin Crimson,#4E1500
S15E02,Bright Red,#DB0000
S15E02,Cadmium Yellow,#FFEC00
S15E02,Dark Sienna,#5F2E1F
S15E02,Indian Yellow,#FFB800
S15E02,Midnight Black,#000000
S15E02,Phthalo Blue,#0C0040
S15E02,Prussian Blue,#021E44
S15E02,Sap Green,#0A3410
S15E02,Titanium White,#FFFFFF
S15E02,Van Dyke Brown,#221B15
S15E02,Yellow Ochre,#C79B00
S15E03,Alizarin Crimson,#4E1500
S15E03,Bright Red,#DB0000
S15E03,Cadmium Yellow,#FFEC00
S15E03,Dark Sienna,#5F2E1F
S15E03,Indian Yellow,#FFB800
S15E03,Midnight Black,#000000
S15E03,Prussian Blue,#021E44
S15E03,Sap Green,#0A3410
S15E03,Titanium White,#FFFFFF
S15E03,Van Dyke Brown,#221B15
S15E03,Yellow Ochre,#C79B00
S15E04,Alizarin Crimson,#4E1500
S15E04,Bright Red,#DB0000
S15E04,Cadmium Yellow,#FFEC00
S15E04,Dark Sienna,#5F2E1F
S15E04,Indian Yellow,#FFB800
S15E04,Midnight Black,#000000
S15E04,Phthalo Blue,#0C0040
S15E04,Phthalo Green,#102E3C
S15E04,Prussian Blue,#021E44
S15E04,Sap Green,#0A3410
S15E04,Titanium White,#FFFFFF
S15E04,Van Dyke Brown,#221B15
S15E04,Yellow Ochre,#C79B00
S15E05,Alizarin Crimson,#4E1500
S15E05,Black Gesso,#000000
S15E05,Dark Sienna,#5F2E1F
S15E05,Midnight Black,#000000
S15E05,Phthalo Blue,#0C0040
S15E05,Prussian Blue,#021E44
S15E05,Titanium White,#FFFFFF
S15E05,Van Dyke Brown,#221B15
S15E06,Alizarin Crimson,#4E1500
S15E06,Bright Red,#DB0000
S15E06,Cadmium Yellow,#FFEC00
S15E06,Dark Sienna,#5F2E1F
S15E06,Liquid Clear,#FFFFFF
S15E06,Midnight Black,#000000
S15E06,Phthalo Blue,#0C0040
S15E06,Phthalo Green,#102E3C
S15E06,Prussian Blue,#021E44
S15E06,Titanium White,#FFFFFF
S15E06,Van Dyke Brown,#221B15
S15E06,Yellow Ochre,#C79B00
S15E07,Alizarin Crimson,#4E1500
S15E07,Bright Red,#DB0000
S15E07,Cadmium Yellow,#FFEC00
S15E07,Dark Sienna,#5F2E1F
S15E07,Indian Yellow,#FFB800
S15E07,Midnight Black,#000000
S15E07,Phthalo Blue,#0C0040
S15E07,Prussian Blue,#021E44
S15E07,Sap Green,#0A3410
S15E07,Titanium White,#FFFFFF
S15E07,Van Dyke Brown,#221B15
S15E07,Yellow Ochre,#C79B00
S15E08,Alizarin Crimson,#4E1500
S15E08,Bright Red,#DB0000
S15E08,Cadmium Yellow,#FFEC00
S15E08,Dark Sienna,#5F2E1F
S15E08,Indian Yellow,#FFB800
S15E08,Midnight Black,#000000
S15E08,Phthalo Blue,#0C0040
S15E08,Prussian Blue,#021E44
S15E08,Sap Green,#0A3410
S15E08,Titanium White,#FFFFFF
S15E08,Van Dyke Brown,#221B15
S15E08,Yellow Ochre,#C79B00
S15E09,Alizarin Crimson,#4E1500
S15E09,Black Gesso,#000000
S15E09,Cadmium Yellow,#FFEC00
S15E09,Dark Sienna,#5F2E1F
S15E09,Midnight Black,#000000
S15E09,Phthalo Blue,#0C0040
S15E09,Prussian Blue,#021E44
S15E09,Titanium White,#FFFFFF
S15E09,Van Dyke Brown,#221B15
S15E10,Alizarin Crimson,#4E1500
S15E10,Black Gesso,#000000
S15E10,Bright Red,#DB0000
S15E10,Cadmium Yellow,#FFEC00
S15E10,Dark Sienna,#5F2E1F
S15E10,Indian Yellow,#FFB800
S15E10,Midnight Black,#000000
S15E10,Phthalo Blue,#0C0040
S15E10,Sap Green,#0A3410
S15E10,Titanium White,#FFFFFF
S15E10,Van Dyke Brown,#221B15
S15E10,Yellow Ochre,#C79B00
S15E11,Alizarin Crimson,#4E1500
S15E11,Bright Red,#DB0000
S15E11,Cadmium Yellow,#FFEC00
S15E11,Dark Sienna,#5F2E1F
S15E11,Indian Yellow,#FFB800
S15E11,Midnight Black,#000000
S15E11,Phthalo Blue,#0C0040
S15E11,Prussian Blue,#021E44
S15E11,Sap Green,#0A3410
S15E11,Titanium White,#FFFFFF
S15E11,Van Dyke Brown,#221B15
S15E11,Yellow Ochre,#C79B00
S15E12,Alizarin Crimson,#4E1500
S15E12,Black Gesso,#000000
S15E12,Bright Red,#DB0000
S15E12,Cadmium Yellow,#FFEC00
S15E12,Dark Sienna,#5F2E1F
S15E12,Indian Yellow,#FFB800
S15E12,Midnight Black,#000000
S15E12,Phthalo Blue,#0C0040
S15E12,Prussian Blue,#021E44
S15E12,Sap Green,#0A3410
S15E12,Titanium White,#FFFFFF
S15E12,Van Dyke Brown,#221B15
S15E12,Yellow Ochre,#C79B00
S15E13,Alizarin Crimson,#4E1500
S15E13,Cadmium Yellow,#FFEC00
S15E13,Dark Sienna,#5F2E1F
S15E13,Indian Yellow,#FFB800
S15E13,Midnight Black,#000000
S15E13,Phthalo Blue,#0C0040
S15E13,Prussian Blue,#021E44
S15E13,Sap Green,#0A3410
S15E13,Titanium White,#FFFFFF
S15E13,Van Dyke Brown,#221B15
S15E13,Yellow Ochre,#C79B00
S16E01,Alizarin Crimson,#4E1500
S16E01,Bright Red,#DB0000
S16E01,Cadmium Yellow,#FFEC00
S16E01,Dark Sienna,#5F2E1F
S16E01,Indian Yellow,#FFB800
S16E01,Midnight Black,#000000
S16E01,Phthalo Blue,#0C0040
S16E01,Phthalo Green,#102E3C
S16E01,Prussian Blue,#021E44
S16E01,Sap Green,#0A3410
S16E01,Titanium White,#FFFFFF
S16E01,Van Dyke Brown,#221B15
S16E01,Yellow Ochre,#C79B00
S16E02,Alizarin Crimson,#4E1500
S16E02,Black Gesso,#000000
S16E02,Bright Red,#DB0000
S16E02,Cadmium Yellow,#FFEC00
S16E02,Dark Sienna,#5F2E1F
S16E02,Indian Yellow,#FFB800
S16E02,Midnight Black,#000000
S16E02,Phthalo Blue,#0C0040
S16E02,Sap Green,#0A3410
S16E02,Titanium White,#FFFFFF
S16E02,Van Dyke Brown,#221B15
S16E02,Yellow Ochre,#C79B00
S16E03,Alizarin Crimson,#4E1500
S16E03,Bright Red,#DB0000
S16E03,Cadmium Yellow,#FFEC00
S16E03,Dark Sienna,#5F2E1F
S16E03,Indian Yellow,#FFB800
S16E03,Midnight Black,#000000
S16E03,Phthalo Blue,#0C0040
S16E03,Prussian Blue,#021E44
S16E03,Titanium White,#FFFFFF
S16E03,Van Dyke Brown,#221B15
S16E03,Yellow Ochre,#C79B00
S16E04,Alizarin Crimson,#4E1500
S16E04,Bright Red,#DB0000
S16E04,Cadmium Yellow,#FFEC00
S16E04,Dark Sienna,#5F2E1F
S16E04,Indian Yellow,#FFB800
S16E04,Midnight Black,#000000
S16E04,Phthalo Blue,#0C0040
S16E04,Prussian Blue,#021E44
S16E04,Sap Green,#0A3410
S16E04,Titanium White,#FFFFFF
S16E04,Van Dyke Brown,#221B15
S16E04,Yellow Ochre,#C79B00
S16E05,Alizarin Crimson,#4E1500
S16E05,Bright Red,#DB0000
S16E05,Cadmium Yellow,#FFEC00
S16E05,Dark Sienna,#5F2E1F
S16E05,Indian Yellow,#FFB800
S16E05,Midnight Black,#000000
S16E05,Phthalo Blue,#0C0040
S16E05,Phthalo Green,#102E3C
S16E05,Prussian Blue,#021E44
S16E05,Sap Green,#0A3410
S16E05,Titanium White,#FFFFFF
S16E05,Van Dyke Brown,#221B15
S16E05,Yellow Ochre,#C79B00
S16E06,Van Dyke Brown,#221B15
S16E07,Alizarin Crimson,#4E1500
S16E07,Bright Red,#DB0000
S16E07,Cadmium Yellow,#FFEC00
S16E07,Dark Sienna,#5F2E1F
S16E07,Midnight Black,#000000
S16E07,Phthalo Blue,#0C0040
S16E07,Sap Green,#0A3410
S16E07,Titanium White,#FFFFFF
S16E07,Van Dyke Brown,#221B15
S16E07,Yellow Ochre,#C79B00
S16E08,Alizarin Crimson,#4E1500
S16E08,Black Gesso,#000000
S16E08,Bright Red,#DB0000
S16E08,Cadmium Yellow,#FFEC00
S16E08,Dark Sienna,#5F2E1F
S16E08,Indian Yellow,#FFB800
S16E08,Midnight Black,#000000
S16E08,Phthalo Blue,#0C0040
S16E08,Sap Green,#0A3410
S16E08,Titanium White,#FFFFFF
S16E08,Van Dyke Brown,#221B15
S16E08,Yellow Ochre,#C79B00
S16E09,Alizarin Crimson,#4E1500
S16E09,Dark Sienna,#5F2E1F
S16E09,Midnight Black,#000000
S16E09,Phthalo Blue,#0C0040
S16E09,Titanium White,#FFFFFF
S16E09,Van Dyke Brown,#221B15
S16E09,Yellow Ochre,#C79B00
S16E10,Alizarin Crimson,#4E1500
S16E10,Bright Red,#DB0000
S16E10,Cadmium Yellow,#FFEC00
S16E10,Indian Yellow,#FFB800
S16E10,Midnight Black,#000000
S16E10,Phthalo Blue,#0C0040
S16E10,Sap Green,#0A3410
S16E10,Titanium White,#FFFFFF
S16E10,Van Dyke Brown,#221B15
S16E11,Alizarin Crimson,#4E1500
S16E11,Black Gesso,#000000
S16E11,Cadmium Yellow,#FFEC00
S16E11,Dark Sienna,#5F2E1F
S16E11,Indian Yellow,#FFB800
S16E11,Midnight Black,#000000
S16E11,Phthalo Blue,#0C0040
S16E11,Sap Green,#0A3410
S16E11,Titanium White,#FFFFFF
S16E11,Van Dyke Brown,#221B15
S16E11,Yellow Ochre,#C79B00
S16E12,Alizarin Crimson,#4E1500
S16E12,Bright Red,#DB0000
S16E12,Cadmium Yellow,#FFEC00
S16E12,Dark Sienna,#5F2E1F
S16E12,Indian Yellow,#FFB800
S16E12,Midnight Black,#000000
S16E12,Prussian Blue,#021E44
S16E12,Sap Green,#0A3410
S16E12,Titanium White,#FFFFFF
S16E12,Van Dyke Brown,#221B15
S16E12,Yellow Ochre,#C79B00
S16E13,Alizarin Crimson,#4E1500
S16E13,Black Gesso,#000000
S16E13,Bright Red,#DB0000
S16E13,Cadmium Yellow,#FFEC00
S16E13,Dark Sienna,#5F2E1F
S16E13,Indian Yellow,#FFB800
S16E13,Midnight Black,#000000
S16E13,Phthalo Blue,#0C0040
S16E13,Sap Green,#0A3410
S16E13,Titanium White,#FFFFFF
S16E13,Van Dyke Brown,#221B15
S16E13,Yellow Ochre,#C79B00
S17E01,Alizarin Crimson,#4E1500
S17E01,Bright Red,#DB0000
S17E01,Cadmium Yellow,#FFEC00
S17E01,Dark Sienna,#5F2E1F
S17E01,Midnight Black,#000000
S17E01,Phthalo Blue,#0C0040
S17E01,Titanium White,#FFFFFF
S17E01,Van Dyke Brown,#221B15
S17E01,Yellow Ochre,#C79B00
S17E02,Alizarin Crimson,#4E1500
S17E02,Bright Red,#DB0000
S17E02,Cadmium Yellow,#FFEC00
S17E02,Dark Sienna,#5F2E1F
S17E02,Indian Yellow,#FFB800
S17E02,Midnight Black,#000000
S17E02,Phthalo Blue,#0C0040
S17E02,Sap Green,#0A3410
S17E02,Titanium White,#FFFFFF
S17E02,Van Dyke Brown,#221B15
S17E02,Yellow Ochre,#C79B00
S17E03,Alizarin Crimson,#4E1500
S17E03,Black Gesso,#000000
S17E03,Bright Red,#DB0000
S17E03,Cadmium Yellow,#FFEC00
S17E03,Dark Sienna,#5F2E1F
S17E03,Indian Yellow,#FFB800
S17E03,Midnight Black,#000000
S17E03,Phthalo Blue,#0C0040
S17E03,Prussian Blue,#021E44
S17E03,Sap Green,#0A3410
S17E03,Titanium White,#FFFFFF
S17E03,Van Dyke Brown,#221B15
S17E03,Yellow Ochre,#C79B00
S17E04,Alizarin Crimson,#4E1500
S17E04,Bright Red,#DB0000
S17E04,Cadmium Yellow,#FFEC00
S17E04,Dark Sienna,#5F2E1F
S17E04,Midnight Black,#000000
S17E04,Phthalo Blue,#0C0040
S17E04,Titanium White,#FFFFFF
S17E04,Van Dyke Brown,#221B15
S17E04,Yellow Ochre,#C79B00
S17E05,Alizarin Crimson,#4E1500
S17E05,Bright Red,#DB0000
S17E05,Cadmium Yellow,#FFEC00
S17E05,Dark Sienna,#5F2E1F
S17E05,Indian Yellow,#FFB800
