full_epi_code,color,hex_value
S30E06,Sap Green,#0A3410
S30E06,Titanium White,#FFFFFF
S30E06,Van Dyke Brown,#221B15
S30E06,Yellow Ochre,#C79B00
S30E07,Alizarin Crimson,#4E1500
S30E07,Dark Sienna,#5F2E1F
S30E07,Midnight Black,#000000
S30E07,Phthalo Blue,#0C0040
S30E07,Prussian Blue,#021E44
S30E07,Titanium White,#FFFFFF
S30E07,Van Dyke Brown,#221B15
S30E08,Alizarin Crimson,#4E1500
S30E08,Bright Red,#DB0000
S30E08,Cadmium Yellow,#FFEC00
S30E08,Dark Sienna,#5F2E1F
S30E08,Indian Yellow,#FFB800
S30E08,Midnight Black,#000000
S30E08,Phthalo Blue,#0C0040
S30E08,Phthalo Green,#102E3C
S30E08,Prussian Blue,#021E44
S30E08,Sap Green,#0A3410
S30E08,Titanium White,#FFFFFF
S30E08,Van Dyke Brown,#221B15
S30E08,Yellow Ochre,#C79B00
S30E09,Alizarin Crimson,#4E1500
S30E09,Bright Red,#DB0000
S30E09,Cadmium Yellow,#FFEC00
S30E09,Dark Sienna,#5F2E1F
S30E09,Midnight Black,#000000
S30E09,Phthalo Blue,#0C0040
S30E09,Prussian Blue,#021E44
S30E09,Sap Green,#0A3410
S30E09,Titanium White,#FFFFFF
S30E09,Van Dyke Brown,#221B15
S30E09,Yellow Ochre,#C79B00
S30E10,Alizarin Crimson,#4E1500
S30E10,Black Gesso,#000000
S30E10,Cadmium Yellow,#FFEC00
S30E10,Dark Sienna,#5F2E1F
S30E10,Indian Yellow,#FFB800
S30E10,Liquid Clear,#FFFFFF
S30E10,Midnight Black,#000000
S30E10,Phthalo Blue,#0C0040
S30E10,Prussian Blue,#021E44
S30E10,Sap Green,#0A3410
S30E10,Titanium White,#FFFFFF
S30E10,Van Dyke Brown,#221B15
S30E11,Alizarin Crimson,#4E1500
S30E11,Bright Red,#DB0000
S30E11,Cadmium Yellow,#FFEC00
S30E11,Dark Sienna,#5F2E1F
S30E11,Indian Yellow,#FFB800
S30E11,Midnight Black,#000000
S30E11,Phthalo Blue,#0C0040
S30E11,Phthalo Green,#102E3C
S30E11,Prussian Blue,#021E44
S30E11,Sap Green,#0A3410
S30E11,Titanium White,#FFFFFF
S30E11,Van Dyke Brown,#221B15
S30E11,Yellow Ochre,#C79B00
S30E12,Alizarin Crimson,#4E1500
S30E12,Bright Red,#DB0000
S30E12,Cadmium Yellow,#FFEC00
S30E12,Dark Sienna,#5F2E1F
S30E12,Indian Yellow,#FFB800
S30E12,Midnight Black,#000000
S30E12,Sap Green,#0A3410
S30E12,Titanium White,#FFFFFF
S30E12,Van Dyke Brown,#221B15
S30E12,Yellow Ochre,#C79B00
S30E13,Alizarin Crimson,#4E1500
S30E13,Black Gesso,#000000
S30E13,Cadmium Yellow,#FFEC00
S30E13,Dark Sienna,#5F2E1F
S30E13,Indian Yellow,#FFB800
S30E13,Midnight Black,#000000
S30E13,Phthalo Blue,#0C0040
S30E13,Prussian Blue,#021E44
S30E13,Sap Green,#0A3410
S30E13,Titanium White,#FFFFFF
S30E13,Van Dyke Brown,#221B15
S30E13,Yellow Ochre,#C79B00
S31E01,Alizarin Crimson,#4E1500
S31E01,Bright Red,#DB0000
S31E01,Cadmium Yellow,#FFEC00
S31E01,Dark Sienna,#5F2E1F
S31E01,Indian Yellow,#FFB800
S31E01,Midnight Black,#000000
S31E01,Phthalo Blue,#0C0040
S31E01,Prussian Blue,#021E44
S31E01,Sap Green,#0A3410
S31E01,Titanium White,#FFFFFF
S31E01,Van Dyke Brown,#221B15
S31E01,Yellow Ochre,#C79B00
S31E02,Alizarin Crimson,#4E1500
S31E02,Dark Sienna,#5F2E1F
S31E02,Midnight Black,#000000
S31E02,Phthalo Blue,#0C0040
S31E02,Prussian Blue,#021E44
S31E02,Titanium White,#FFFFFF
S31E02,Van Dyke Brown,#221B15
S31E03,Alizarin Crimson,#4E1500
S31E03,Bright Red,#DB0000
S31E03,Cadmium Yellow,#FFEC00
S31E03,Dark Sienna,#5F2E1F
S31E03,Indian Yellow,#FFB800
S31E03,Liquid Black,#000000
S31E03,Midnight Black,#000000
S31E03,Phthalo Blue,#0C0040
S31E03,Prussian Blue,#021E44
S31E03,Sap Green,#0A3410
S31E03,Titanium White,#FFFFFF
S31E03,Van Dyke Brown,#221B15
S31E03,Yellow Ochre,#C79B00
S31E04,Alizarin Crimson,#4E1500
S31E04,Bright Red,#DB0000
S31E04,Cadmium Yellow,#FFEC00
S31E04,Dark Sienna,#5F2E1F
S31E04,Indian Yellow,#FFB800
S31E04,Midnight Black,#000000
S31E04,Phthalo Blue,#0C0040
S31E04,Sap Green,#0A3410
S31E04,Titanium White,#FFFFFF
S31E04,Van Dyke Brown,#221B15
S31E04,Yellow Ochre,#C79B00
S31E05,Alizarin Crimson,#4E1500
S31E05,Dark Sienna,#5F2E1F
S31E05,Midnight Black,#000000
S31E05,Phthalo Blue,#0C0040
S31E05,Prussian Blue,#021E44
S31E05,Titanium White,#FFFFFF
S31E05,Van Dyke Brown,#221B15
S31E06,Alizarin Crimson,#4E1500
S31E06,Bright Red,#DB0000
S31E06,Cadmium Yellow,#FFEC00
S31E06,Dark Sienna,#5F2E1F
S31E06,Indian Yellow,#FFB800
S31E06,Midnight Black,#000000
S31E06,Phthalo Blue,#0C0040
S31E06,Phthalo Green,#102E3C
S31E06,Prussian Blue,#021E44
S31E06,Sap Green,#0A3410
S31E06,Titanium White,#FFFFFF
S31E06,Van Dyke Brown,#221B15
S31E06,Yellow Ochre,#C79B00
S31E07,Alizarin Crimson,#4E1500
S31E07,Bright Red,#DB0000
S31E07,Cadmium Yellow,#FFEC00
S31E07,Dark Sienna,#5F2E1F
S31E07,Indian Yellow,#FFB800
S31E07,Midnight Black,#000000
S31E07,Prussian Blue,#021E44
S31E07,Sap Green,#0A3410
S31E07,Titanium White,#FFFFFF
S31E07,Van Dyke Brown,#221B15
S31E07,Yellow Ochre,#C79B00
S31E08,Alizarin Crimson,#4E1500
S31E08,Black Gesso,#000000
S31E08,Dark Sienna,#5F2E1F
S31E08,Liquid Clear,#FFFFFF
S31E08,Midnight Black,#000000
S31E08,Phthalo Blue,#0C0040
S31E08,Sap Green,#0A3410
S31E08,Titanium White,#FFFFFF
S31E08,Van Dyke Brown,#221B15
S31E08,Yellow Ochre,#C79B00
S31E09,Alizarin Crimson,#4E1500
S31E09,Bright Red,#DB0000
S31E09,Cadmium Yellow,#FFEC00
S31E09,Dark Sienna,#5F2E1F
S31E09,Indian Yellow,#FFB800
S31E09,Liquid Black,#000000
S31E09,Midnight Black,#000000
S31E09,Phthalo Blue,#0C0040
S31E09,Phthalo Green,#102E3C
S31E09,Prussian Blue,#021E44
S31E09,Sap Green,#0A3410
S31E09,Titanium White,#FFFFFF
S31E09,Van Dyke Brown,#221B15
S31E09,Yellow Ochre,#C79B00
S31E10,Alizarin Crimson,#4E1500
S31E10,Black Gesso,#000000
S31E10,Bright Red,#DB0000
S31E10,Cadmium Yellow,#FFEC00
S31E10,Dark Sienna,#5F2E1F
S31E10,Indian Yellow,#FFB800
S31E10,Liquid Clear,#FFFFFF
S31E10,Midnight Black,#000000
S31E10,Phthalo Blue,#0C0040
S31E10,Phthalo Green,#102E3C
S31E10,Titanium White,#FFFFFF
S31E10,Van Dyke Brown,#221B15
S31E10,Yellow Ochre,#C79B00
S31E11,Alizarin Crimson,#4E1500
S31E11,Bright Red,#DB0000
S31E11,Cadmium Yellow,#FFEC00
S31E11,Dark Sienna,#5F2E1F
S31E11,Indian Yellow,#FFB800
S31E11,Midnight Black,#000000
S31E11,Phthalo Blue,#0C0040
S31E11,Prussian Blue,#021E44
S31E11,Sap Green,#0A3410
S31E11,Titanium White,#FFFFFF
S31E11,Van Dyke Brown,#221B15
S31E11,Yellow Ochre,#C79B00
S31E12,Alizarin Crimson,#4E1500
S31E12,Dark Sienna,#5F2E1F
S31E12,Midnight Black,#000000
S31E12,Phthalo Blue,#0C0040
S31E12,Prussian Blue,#021E44
S31E12,Titanium White,#FFFFFF
S31E12,Van Dyke Brown,#221B15
S31E13,Alizarin Crimson,#4E1500
S31E13,Black Gesso,#000000
S31E13,Bright Red,#DB0000
S31E13,Cadmium Yellow,#FFEC00
S31E13,Dark Sienna,#5F2E1F
S31E13,Indian Yellow,#FFB800
S31E13,Midnight Black,#000000
S31E13,Phthalo Blue,#0C0040
S31E13,Sap Green,#0A3410
S31E13,Titanium White,#FFFFFF
S31E13,Van Dyke Brown,#221B15
S31E13,Yellow Ochre,#C79B00
